

     SECTION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP                

          OCTOBER 23, 2008         

          4000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL
    77    74    Jalana Larson                18:53.1    7:36     9    Plainview-Elgin-Millville
    78    75    Megan Ellis                  18:54.2    7:36     9    Hayfield                 
    79    76    Courtney Easton              18:56.1    7:37     9    Blooming Prairie         
    80     *    Lauren Kuklinski             18:58.8    7:38    11    Wabasha-Kellogg          
    81    77    Corinna Distad               19:01.4    7:39    10    Stewartville             
    82     *    Elizabeth Michelson          19:07.7    7:42    11    Schaeffer Academy        
    83    78    Taylor Siewert               19:08.4    7:42     8    Lake City                
    84    79    Sarah Brevick                19:08.8    7:42    10    Chatfield                
    85    80    Brianna Borgschatz           19:09.6    7:43    10    Byron                    
    86    81    Jasmine Swanson              19:09.9    7:43     7    Plainview-Elgin-Millville
    87    82    Layla Khalili                19:10.2    7:43     8    Byron                    
    88    83    Destinee Meyer               19:10.4    7:43     8    New Richland-H-E-G       
    89    84    Annie Tomschin               19:11.4    7:43     9    United S Cntrl/Alden-Cngr
    90    85    Carissa Pesch                19:12.5    7:44     9    Hayfield                 
    91    86    Katie Dose                   19:20.1    7:47    12    Pine Island              
    92    87    Kathleen Bowlin              19:22.7    7:48     8    Winona Cotter            
    93    88    Abby Hoffman                 19:24.0    7:48    10    Winona Cotter            
    94    89    Alesha McPhail               19:28.3    7:50    10    Pine Island              
    95    90    Kendra Le Que                19:31.0    7:51    12    Lewstn-Altra/Rshfrd-Ptrsn
    96    91    Brittany Danielson           19:41.9    7:56    12    Chatfield                
    97    92    Bettina Schneider            19:51.5    7:59     8    Plainview-Elgin-Millville
    98    93    Shelby Skifton               19:56.9    8:02    12    Lake City                
    99    94    Mariah McGee                 20:00.4    8:03     9    Plainview-Elgin-Millville
   100    95    Alex Hale                    20:00.9    8:03    11    New Richland-H-E-G       
   101    96    Denise Brophy                20:08.4    8:06    12    Byron                    
   102    97    Ellen Emrich                 20:09.4    8:07     8    Stewartville             
   103     *    Madeline Kraemer             20:10.1    8:07     7    Austin Pacelli           
   104     *    Melody Olstad                20:11.1    8:07    12    Lanesboro/Fillmore Centrl
   105    98    Adeline Angst                20:11.6    8:08     7    Pine Island              
   106    99    Angela Whitcomb              20:13.3    8:08    10    Chatfield                
   107   100    Deana Petersen               20:13.7    8:08    12    La Crescent              
   108   101    Mathia Colwell               20:22.3    8:12    12    Medford                  
   109   102    Dani Huse                    20:42.9    8:20    11    Byron                    
   110   103    Melissa Rodriguez            20:52.2    8:24     9    Blooming Prairie         
   111   104    Samantha Larson              20:54.2    8:25     7    Medford                  
   112   105    Maddy Stiehl                 21:07.7    8:30    10    Cannon Falls             
   113   106    Lisa Greenslade              21:08.1    8:30     8    Pine Island              
   114   107    Ash-lee Conley               21:11.2    8:32     7    New Richland-H-E-G       
   115   108    Hannah Hansen                21:11.7    8:32     8    Kingsland                
   116     *    Christina Edelbach           21:17.8    8:34    10    Wabasha-Kellogg          
   117   109    Brittney Capelle             21:24.0    8:37    11    Kingsland                
   118   110    Amanda Wilson                22:08.2    8:54     9    Cannon Falls             
   119   111    Anna Pierce                  23:20.8    9:24     9    Pine Island              
   120   112    Amie McGlinch                24:15.5    9:46     8    Pine Island              


