

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 24, 1991         

          5000 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


   FINISH ORDER
   ------------
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     28    28       Eversman Rob                  18:27.0     11     Plainview                
     29    29       O'Flaherty John               18:27.0     11     Lake City                
     30    30       Munson Keith                  18:28.0     11     Plainview                
     31    31       Glomski John                  18:32.0     10     Lake City                
     32    32       Reckmann Tom                  18:33.0     11     Lake City                
     33    33       Mau Erik                      18:35.0     11     La Crescent              
     34    34       Basballe Christian            18:35.0     11     Stewartville             
     35    35       Hanson Paul                   18:35.0     12     Rushford-Peterson        
     36    36       Jarasillo Simon               18:35.0     12     Kenyon/Wanam/Zumbro-Mazep
     37    37       Mussell Jon                   18:38.0     12     Plainview                
     38    38       Mueller Ted                   18:39.0     12     Lewiston-Altura          
     39    39       Bardwell Rich                 18:39.0     10     Stewartville             
     40    40       Dahl Dan                      18:45.0     10     Rochester Lourdes        
     41    41       Ekern Ben                     18:47.0      9     Rushford-Peterson        
     42    42       Ernster Mike                  18:50.0     10     La Crescent              
     43    43       King Dwane                    18:50.0     12     Lake City                
     44    44       Guenther Joe                  18:52.0     10     Elgin-Millville          
     45    45       Gilkison Brian                18:53.0     11     Kasson-Mantorville       
     46    46       Sexton Larry                  18:54.0      9     Elgin-Millville          
     47    47       Schwendeman Nate              18:54.0     11     Cannon Falls/Randolph    
     48    48       Amores Esteban                18:56.0     12     Plainview                
     49    49       Callister Matt                18:56.0      8     Cannon Falls/Randolph    
     50    50       Rogness Ryan                  18:58.0     12     Rochester Lourdes        
     51    51       Jasick Nick                   19:02.0      9     Kenyon/Wanam/Zumbro-Mazep
     52    52       Rossow Brian                  19:05.0      9     Pine Island              
     53    53       Jenderny Wayne                19:06.0     10     Dover-Eyota/St. Charles  
     54    54       Gausted Dan                   19:06.0      9     Byron                    
     55    55       Yetter Darwin                 19:07.0     11     Stewartville             
     56    56       Strittmater Tad               19:10.0     12     La Crescent              
     57    57       Dickerman Nate                19:10.0      9     Elgin-Millville          
     58    58       Markson Paul                  19:11.0     11     Kenyon/Wanam/Zumbro-Mazep
     59    59       Lemberger Erik                19:11.0     10     Dover-Eyota/St. Charles  
     60    60       Goss Wade                     19:13.0      9     Lewiston-Altura          
     61    61       Wilkkomm Greg                 19:13.0      9     Rochester Lourdes        
     62    62       Gerber Kevin                  19:13.0     11     Austin Pacelli           
     63    63       Porter Blaise                 19:14.0     10     Rochester Lourdes        
     64    64       Cummings Andy                 19:15.0     11     Stewartville             
     65    65       Wachholz Wade                 19:18.0      9     Lewiston-Altura          
     66    66       Andring Mike                  19:25.0      9     Dover-Eyota/St. Charles  
     67    67       DeFrang Steve                 19:26.0      7     Kenyon/Wanam/Zumbro-Mazep
     68    68       Brekken Alex                  19:29.0     11     Cannon Falls/Randolph    
     69    69       Huffman Tom                   19:31.0     11     Austin Pacelli           
     70    70       Wadhams Jesse                 19:31.0     12     Shattuck-St. Mary's      
     71    71       Ryan Matt                     19:32.0     11     Kenyon/Wanam/Zumbro-Mazep
     72    72       Romstad Erik                  19:33.0     10     Dover-Eyota/St. Charles  
     73    73       Snell Ben                     19:37.0     11     Lewiston-Altura          
     74    74       Favre Mark                    19:40.0     10     Rochester Lourdes        
     75    75       Gudmastad Chris               19:41.0     10     Winona Cotter            
     76    76       Haugh Kevin                   19:41.0      9     Winona Cotter            
     77    77       Keidl Steve                   19:43.0     11     Rochester Lourdes        
     78    78       Bickler Ryan                  19:45.0      8     Austin Pacelli           
     79    79       Andring Cory                  19:46.0      8     Dover-Eyota/St. Charles  
     80    80       Lovelace Shawn                19:58.0     12     Byron                    
     81    81       Boes Andy                     19:58.0     12     Austin Pacelli           
     82    82       Cavagnetto Andy               20:02.0     10     Plainview                
     83    83       Dubbels Al                    20:02.0      9     Elgin-Millville          
     84    84       Getschmann Chad               20:02.0     10     Plainview                
     85    85       Suchomel Matt                 20:04.0      9     Byron                    
     86    86       Bickler Justin                20:05.0     10     Austin Pacelli           
     87    87       Peterman Kyle                 20:06.0      9     Lewiston-Altura          
     88    88       Bolster Matt                  20:14.0      8     Kasson-Mantorville       
     89    89       Rediske Jared                 20:14.0      9     Dover-Eyota/St. Charles  
     90    90       Letendre Ben                  20:18.0     12     Rochester Lourdes        
     91    91       Hvistandahl Perry             20:20.0     12     Cannon Falls/Randolph    
     92    92       Larson Tilman                 20:20.0      9     Harmon/Lanes/Preston-Foun
     93    93       Hill Jason                    20:23.0     11     Shattuck-St. Mary's      
     94    94       Ruport Chad                   20:25.0     11     Kasson-Mantorville       
     95    95       Empey Craig                   20:26.0      8     Farmington               
     96    96       Ailabouni Adam                20:29.0     10     Farmington               
     97    97       Gibbs Nate                    20:31.0      9     Byron                    
     98    98       Musselman Gabe                20:33.0      9     Rushford-Peterson        
     99    99       Wagner Aaron                  20:37.0     11     Shattuck-St. Mary's      
    100   100       Weis John                     20:37.0     10     Austin Pacelli           
    101   101       Harrison Jacob                20:42.0      9     Kasson-Mantorville       
    102   102       Kruse Jason                   20:47.0     11     Kenyon/Wanam/Zumbro-Mazep
    103   103       Stafford Shawn                20:48.0     12     Pine Island              
    104   104       Maddux Brian                  20:50.0     12     Rushford-Peterson        
    105   105       Jolley Jeff                   20:54.0     11     Farmington               
    106   106       Brossard Grant                20:55.0      7     Pine Island              
    107   107       Larson Erik                   20:57.0      7     Harmon/Lanes/Preston-Foun
    108   108       Sailors Tim                   20:58.0     12     Pine Island              
    109   109       Schumaker Oren                21:01.0      9     Winona Cotter            
    110   110       Biesanz Jake                  21:01.0      9     Winona Cotter            
    111   111       Theth Sam                     21:06.0     10     Shattuck-St. Mary's      
    112   112       Johnson Andy                  21:07.0     12     Pine Island              
    113   113       Sjoquist Cory                 21:07.0     12     Cannon Falls/Randolph    
    114   114       Frick Ryan                    21:09.0      8     Rushford-Peterson        
    115   115       Cabaya Ty                     21:13.0     12     Byron                    
    116   116       Serres Brian                  21:15.0      9     Cannon Falls/Randolph    
    117   117       Stepanov Oleg                 21:18.0     12     Shattuck-St. Mary's      
    118   118       Biedermann Aaron              21:23.0     11     Austin Pacelli           
    119   119       Tempelaar-Lietz Bill          21:31.0     11     Shattuck-St. Mary's      
    120   120       Sherman Dan                   21:35.0      8     Farmington               
    121   121       Mueller Mike                  21:40.0      9     Lewiston-Altura          
    122   122       Thompson Chris                21:44.0     10     Kasson-Mantorville       
    123   123       Barry Jesse                   22:15.0      9     Rushford-Peterson        
    124   124       Turner Jon                    22:18.0     11     Kasson-Mantorville       
    125   125       Skurdahl Ben                  22:46.0     11     Pine Island              
    126   126       Cox Lee                       22:46.0     10     Farmington               
    127   127       Pitzen Jason                  23:11.0      9     Lewiston-Altura          


