

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP

          OCTOBER 26, 2000

          5000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA


   FINISH ORDER
   ------------
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL
     74    69       Eric Johnson                  20:02.1     12     Rochester Lourdes
     75    70       Jeremiah Feine                20:03.1      7     Lewiston-Altura
     76    71       Dan Lucas                     20:03.9     10     Stewartville
     77    72       John Rasmussen                20:04.8     10     Hayfield
     78    73       Bryan Grimley                 20:07.0     10     Lake City
     79    74       Sam Wencl                     20:14.6     12     Blooming Prairie
     80     *       Brian Bruce                   20:15.1      8     Pine Island
     81    75       Scott Ewen                    20:18.8     10     Rochester Lourdes
     82     *       William Winter                20:20.2     10     Kingsland
     83    76       Adom Rohr                     20:25.9     11     Cannon Falls
     84    77       Christian Kohs                20:26.4     11     Elgin-Millville
     85    78       Thad Dahling                  20:28.2     12     Elgin-Millville
     86    79       Tommy Aepelbacher             20:30.7      8     Lake City
     87    80       Ben Oeth                      20:36.8     12     Rochester Lourdes
     88    81       Matt Andring                  20:38.5     10     Dover-Eyota/St. Charles
     89     *       Dan Rysavy                    20:40.7      7     Lyle/Austin Pacelli
     90    82       James Walbruch                20:43.5     12     Byron
     91    83       Brandon LeBeau                20:44.9     10     Elgin-Millville
     92    84       Mike Jones                    20:48.8     11     Hayfield
     93     *       Mike Ferguson                 20:50.6     11     Pine Island
     94    85       Andy Johnson                  20:51.1     10     Cannon Falls
     95     *       Josh Gunderson                20:57.7      7     Lyle/Austin Pacelli
     96    86       Mark Vermilyea                21:00.0     12     Blooming Prairie
     97    87       Tyler Carrigan                21:06.6     10     Chatfield
     98    88       Ben Hansen                    21:16.6     10     Blooming Prairie
     99     *       Ben Krage                     21:16.8     10     Rushford-Peterson/Houston
    100    89       Dan Poch                      21:18.0      9     Stewartville
    101    90       Nick Mast                     21:22.9     11     Byron
    102    91       Christopher Reeves            21:25.0     10     Hayfield
    103    92       Jason Garvens                 21:32.7      7     Byron
    104    93       Ben Koestler                  21:37.6     10     Dover-Eyota/St. Charles
    105    94       Darin Walbruch                21:41.4      9     Byron
    106    95       Andy Wurst                    21:54.4     11     Blooming Prairie
    107    96       Chad Anderson                 21:59.0     12     Cannon Falls
    108    97       Justin Marsh                  22:02.0     11     Chatfield
    109    98       Brian Fabian                  22:04.2     11     Lanesboro/Fillmore Centrl
    110    99       Bernhard Sebastian            22:13.8     12     Lanesboro/Fillmore Centrl
    111   100       Matt Braem                    22:20.3      8     Lewiston-Altura
    112   101       Cale Doty                     22:55.0      8     Stewartville
    113   102       Mike Budahn                   23:04.2     10     Chatfield
    114   103       Cole McKean                   23:15.4     10     Byron
    115     *       Phil Salvo                    23:52.7     11     Pine Island
    116   104       Zach Wagner                   24:23.8      7     Elgin-Millville
    117   105       Derek Pierce                  24:58.5     11     Lewiston-Altura


