

     SECTION 1A GIRLS CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 28, 2021         

          5000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL
    71    66    Riley Ward                   24:08.4    7:46    11    St. Charles              
    72    67    Macayla Brogle               24:09.7    7:47    12    Lanesboro/Fillmore Centrl
    73    68    Brooklyn Horton              24:13.1    7:48    12    Pine Island              
    74    69    Grace Buchanan               24:14.0    7:48    12    Lwstn-Alt/Rshfd-Ptrs/Hous
    75    70    Lily Peterson                24:18.5    7:49     9    Goodhue                  
    76    71    Chloe McCarthy               24:20.3    7:50    11    Blooming Prairie         
    77     *    Bella Robinson               24:24.5    7:51     7    Dover-Eyota              
    78    72    Lizzy Frederick              24:25.9    7:52     9    Pacelli                  
    79    73    Rosie Hicks                  24:30.1    7:53    12    RAACHE                   
    80     *    Maddie Buehler               24:30.9    7:53     8    Schaeffer Academy        
    81    74    Audra Otto                   24:33.1    7:54     9    Lanesboro/Fillmore Centrl
    82    75    Rachel Perry                 24:48.8    7:59    12    RAACHE                   
    83    76    Julia Lechnir                24:50.6    8:00    12    La Crescent-Hokah        
    84    77    Aubrie Schneider             24:56.3    8:02    11    GrndMdw/Lry-Ostrnd/Sthlnd
    85    78    Rachel Smith                 24:56.4    8:02    11    Wabasha-Kellogg          
    86    79    Kaylie Betts                 25:03.3    8:04     8    Kingsland                
    87    80    Ali Strauss                  25:13.3    8:07    10    Goodhue                  
    88    81    Kristen Biebighauser         25:14.5    8:08     7    Medford                  
    89    82    Kendahl Lewis                25:14.8    8:08    11    Pacelli                  
    90    83    Jeanette Larson              25:22.7    8:10     7    Wabasha-Kellogg          
    91    84    Ada Walch                    25:24.9    8:11     9    Wabasha-Kellogg          
    92    85    Bella Bellanger              25:34.2    8:14     7    Rochester Lourdes        
    93    86    Shelby Mosdal                25:36.8    8:15    10    St. Charles              
    94    87    Ilah Daood                   25:42.1    8:16     9    St. Charles              
    95     *    Kailyn Gustafson             25:47.7    8:18    12    Hayfield                 
    96    88    Isabel Miller                26:01.6    8:23    10    Medford                  
    97    89    Grace Finnerty               26:19.0    8:28    12    Cotter                   
    98     *    Aviana Alexander             26:20.1    8:29     8    Hayfield                 
    99    90    Naomi Knox                   26:25.5    8:30     7    Wabasha-Kellogg          
   100    91    Macy Runck                   26:27.4    8:31     8    Kingsland                
   101    92    Chloe Sorenson               26:33.0    8:33    10    Goodhue                  
   102    93    Avery Arndt                  26:33.2    8:33     7    Medford                  
   103    94    Taylor Thomforde             26:41.7    8:36     7    Goodhue                  
   104    95    Ceona Johnson                26:49.6    8:38    10    Lwstn-Alt/Rshfd-Ptrs/Hous
   105    96    Karina Lee                   26:52.2    8:39     8    GrndMdw/Lry-Ostrnd/Sthlnd
   106    97    Abby Smith                   26:55.8    8:40    11    Blooming Prairie         
   107    98    Emily Anderson               26:58.2    8:41    12    Blooming Prairie         
   108     *    Grace Walker                 27:06.1    8:43    12    Hayfield                 
   109    99    Uvonne Olcott                27:09.0    8:44     8    Cotter                   
   110   100    Abigail Lindeen              27:34.2    8:52     9    Rochester Lourdes        
   111   101    Asha Lighthizer              27:43.8    8:56    12    Blooming Prairie         
   112   102    Caitlin Drees                28:10.6    9:04    12    Pacelli                  
   113   103    Abigail McMillin             28:20.4    9:07    12    Wabasha-Kellogg          
   114   104    Delaney Alden                28:28.4    9:10    10    GrndMdw/Lry-Ostrnd/Sthlnd
   115   105    Isabelle Sunde               29:14.8    9:25    12    Blooming Prairie         
   116   106    Hailee Warren                29:45.6    9:35     8    Kingsland                
   117   107    Avery Toft                   30:05.0    9:41    10    St. Charles              
   118   108    Coline Penet                 30:33.7    9:50    11    Medford                  
   119   109    Josie Sanford                30:42.7    9:53     7    Medford                  
   120   110    Lily Freet                   31:12.7   10:03    11    Kingsland                
   121   111    Madison Murphy               31:17.0   10:04     7    Medford                  
   122   112    Clara Thurnau                31:25.8   10:07     9    Medford                  
   123   113    Hope Skelton                 31:33.5   10:10     9    Wabasha-Kellogg          
   124     *    Eleanor Rule                 31:33.9   10:10     9    Schaeffer Academy        
   125   114    Abby Christopherson          32:11.3   10:22    11    Pacelli                  
   126   115    Emily Miller                 32:33.3   10:29    12    Rochester Lourdes        


