

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 24, 2013         

          5000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL
    88    84    Nate Peterson                20:01.8    6:27    10    Byron                    
    89    85    Karl Trost                   20:04.8    6:28    10    Cannon Falls             
    90    86    Noah Thorson                 20:05.3    6:28    12    Hayfield                 
    91    87    Ben Reuss                    20:05.7    6:28    10    Dover-Eyota              
    92    88    Ethan Grundwald              20:06.4    6:28     8    Byron                    
    93    89    Reed Petersen                20:07.6    6:29    10    Schaeffer Academy        
    94    90    Hunter Kraling               20:12.3    6:30    11    Pine Island              
    95    91    Anthony Voigt                20:14.5    6:31    11    Chatfield                
    96    92    Michael Harrison             20:16.4    6:32     9    Lanesboro/Fillmore Centrl
    97    93    Evan Doerhoefer              20:31.1    6:36     9    Blooming Prairie         
    98    94    Casey Olson                  20:38.7    6:39     9    Lanesboro/Fillmore Centrl
    99    95    Ben Dittrich                 20:40.4    6:39    11    St. Charles              
   100    96    Adam Pleschourt              20:40.8    6:39    12    Pine Island              
   101    97    Kevin Bradt                  20:41.6    6:40     9    Chatfield                
   102    98    Jay Davis                    20:42.9    6:40    10    St. Charles              
   103    99    Zachary Buchholtz            20:49.4    6:42     9    Kingsland                
   104   100    Jacob Troke                  20:59.3    6:45    12    Dover-Eyota              
   105   101    Riley Eddy                   21:03.0    6:47     7    Cannon Falls             
   106     *    Isaiah Scruggs               21:04.6    6:47     8    Stewartville             
   107   102    Dane Gillespie               21:05.9    6:48    11    Kingsland                
   108   103    Angel Villarreal             21:07.0    6:48    11    Blooming Prairie         
   109   104    Braeden Oelkers              21:09.0    6:49     7    Hayfield                 
   110   105    David Hansen                 21:09.7    6:49    12    Blooming Prairie         
   111   106    Michael Willford             21:30.8    6:56     9    Kingsland                
   112   107    Sam Marolt                   21:31.2    6:56    11    Byron                    
   113   108    Ryan Lienenbrugger           21:31.6    6:56     8    Schaeffer Academy        
   114   109    Albert Zamarripa             21:32.2    6:56    11    Blooming Prairie         
   115   110    Alex Lien                    21:41.4    6:59    12    Chatfield                
   116     *    Spencer LaVelle              21:52.6    7:03     8    Wabasha-Kellogg          
   117   111    Adam Buchholtz               21:55.6    7:04    10    Kingsland                
   118   112    Ben Gjere                    22:02.5    7:06     9    Lanesboro/Fillmore Centrl
   119   113    Daniel Gottschalk            22:05.3    7:07    11    GrndMdw/Lry-Ostrnd/Sthlnd
   120     *    Paul Cushman                 22:06.6    7:07     8    Wabasha-Kellogg          
   121   114    Cole Ethen                   22:08.9    7:08     9    Austin Pacelli           
   122   115    Matthew Kiehne               22:10.0    7:08    11    Lanesboro/Fillmore Centrl
   123   116    Layton Howerton              22:10.7    7:08     9    Lanesboro/Fillmore Centrl
   124   117    Cole Grosslend               22:25.8    7:13    11    Cannon Falls             
   125   118    Gavin Luhman                 22:26.8    7:14    12    Goodhue                  
   126   119    Tom Mettler                  22:31.3    7:15    11    Kingsland                
   127   120    Ben Kraemer                  22:31.9    7:15    10    Austin Pacelli           
   128   121    Joey Bierbaum                22:33.0    7:16     8    Schaeffer Academy        
   129   122    Ryan Gorman                  22:39.4    7:18     8    Goodhue                  
   130   123    CJ Hahn                      22:40.7    7:18    10    Goodhue                  
   131   124    Reed Davis                   22:48.3    7:20     8    Schaeffer Academy        
   132   125    Ethan Dalton                 22:56.8    7:23    12    Cannon Falls             
   133   126    Scott Lechner                22:59.3    7:24     9    Kingsland                
   134   127    Samuel Keenan                23:55.7    7:42     7    Austin Pacelli           
   135   128    Sam Agre                     24:29.8    7:53     9    Goodhue                  
   136   129    Isaac Kraushaar              25:21.9    8:10     9    Austin Pacelli           
   137   130    Thomas Shaw                  25:30.6    8:13     8    GrndMdw/Lry-Ostrnd/Sthlnd
   138   131    Andrew Arndorfer             25:46.9    8:18     8    GrndMdw/Lry-Ostrnd/Sthlnd
   139   132    Donavan Phoenix              27:22.7    8:49    10    Hayfield                 
   140   133    Anthony Servellon            27:38.9    8:54    11    Austin Pacelli           
   141   134    Kevin Juenger                29:53.1    9:37    12    Austin Pacelli           


